client_id,cutoff_date,target_next_recurring_merchant
U004747,2025-10-01,none
U004748,2025-10-01,gym
U004749,2025-10-01,none
U004750,2025-10-01,none
U004751,2025-10-01,insurance
U004752,2025-10-01,none
U004753,2025-10-01,software
U004754,2025-10-01,none
U004755,2025-10-01,none
U004756,2025-10-01,streaming
U004757,2025-10-01,music
U004758,2025-10-01,none
U004759,2025-10-01,mobile
U004760,2025-10-01,cloud
U004761,2025-10-01,music
U004762,2025-10-01,gym
U004763,2025-10-01,streaming
U004764,2025-10-01,music
U004765,2025-10-01,insurance
U004766,2025-10-01,software
U004767,2025-10-01,music
U004768,2025-10-01,music
U004769,2025-10-01,cloud
U004770,2025-10-01,gym
U004771,2025-10-01,streaming
U004772,2025-10-01,music
U004773,2025-10-01,software
U004774,2025-10-01,cloud
U004775,2025-10-01,gym
U004776,2025-10-01,none
U004777,2025-10-01,gym
U004778,2025-10-01,streaming
U004779,2025-10-01,insurance
U004780,2025-10-01,mobile
U004781,2025-10-01,none
U004782,2025-10-01,none
U004783,2025-10-01,music
U004784,2025-10-01,none
U004785,2025-10-01,mobile
U004786,2025-10-01,none
U004787,2025-10-01,none
U004788,2025-10-01,none
U004789,2025-10-01,music
U004790,2025-10-01,software
U004791,2025-10-01,cloud
U004792,2025-10-01,software
U004793,2025-10-01,mobile
U004794,2025-10-01,none
U004795,2025-10-01,none
U004796,2025-10-01,none
U004797,2025-10-01,none
U004798,2025-10-01,insurance
U004799,2025-10-01,music
U004800,2025-10-01,insurance
U004801,2025-10-01,software
U004802,2025-10-01,streaming
U004803,2025-10-01,mobile
U004804,2025-10-01,gym
U004805,2025-10-01,none
U004806,2025-10-01,cloud
U004807,2025-10-01,cloud
U004808,2025-10-01,streaming
U004809,2025-10-01,none
U004810,2025-10-01,none
U004811,2025-10-01,mobile
U004812,2025-10-01,gym
U004813,2025-10-01,cloud
U004814,2025-10-01,insurance
U004815,2025-10-01,gym
U004816,2025-10-01,music
U004817,2025-10-01,music
U004818,2025-10-01,cloud
U004819,2025-10-01,none
U004820,2025-10-01,music
U004821,2025-10-01,cloud
U004822,2025-10-01,gym
U004823,2025-10-01,music
U004824,2025-10-01,none
U004825,2025-10-01,none
U004826,2025-10-01,music
U004827,2025-10-01,none
U004828,2025-10-01,cloud
U004829,2025-10-01,software
U004830,2025-10-01,none
U004831,2025-10-01,none
U004832,2025-10-01,none
U004833,2025-10-01,software
U004834,2025-10-01,streaming
U004835,2025-10-01,none
U004836,2025-10-01,gym
U004837,2025-10-01,none
U004838,2025-10-01,insurance
U004839,2025-10-01,insurance
U004840,2025-10-01,streaming
U004841,2025-10-01,none
U004842,2025-10-01,none
U004843,2025-10-01,music
U004844,2025-10-01,insurance
U004845,2025-10-01,music
U004846,2025-10-01,insurance
U004847,2025-10-01,streaming
U004848,2025-10-01,software
U004849,2025-10-01,none
U004850,2025-10-01,none
U004851,2025-10-01,gym
U004852,2025-10-01,streaming
U004853,2025-10-01,music
U004854,2025-10-01,mobile
U004855,2025-10-01,software
U004856,2025-10-01,none
U004857,2025-10-01,software
U004858,2025-10-01,none
U004859,2025-10-01,gym
U004860,2025-10-01,gym
U004861,2025-10-01,none
U004862,2025-10-01,insurance
U004863,2025-10-01,gym
U004864,2025-10-01,none
U004865,2025-10-01,streaming
U004866,2025-10-01,none
U004867,2025-10-01,music
U004868,2025-10-01,streaming
U004869,2025-10-01,none
U004870,2025-10-01,music
U004871,2025-10-01,cloud
U004872,2025-10-01,none
U004873,2025-10-01,insurance
U004874,2025-10-01,insurance
U004875,2025-10-01,none
U004876,2025-10-01,software
U004877,2025-10-01,music
U004878,2025-10-01,mobile
U004879,2025-10-01,gym
U004880,2025-10-01,none
U004881,2025-10-01,cloud
U004882,2025-10-01,streaming
U004883,2025-10-01,none
U004884,2025-10-01,software
U004885,2025-10-01,mobile
U004886,2025-10-01,gym
U004887,2025-10-01,insurance
U004888,2025-10-01,software
U004889,2025-10-01,mobile
U004890,2025-10-01,none
U004891,2025-10-01,none
U004892,2025-10-01,gym
U004893,2025-10-01,mobile
U004894,2025-10-01,music
U004895,2025-10-01,none
U004896,2025-10-01,none
U004897,2025-10-01,cloud
U004898,2025-10-01,none
U004899,2025-10-01,none
U004900,2025-10-01,insurance
U004901,2025-10-01,cloud
U004902,2025-10-01,none
U004903,2025-10-01,music
U004904,2025-10-01,none
U004905,2025-10-01,none
U004906,2025-10-01,cloud
U004907,2025-10-01,gym
U004908,2025-10-01,cloud
U004909,2025-10-01,gym
U004910,2025-10-01,music
U004911,2025-10-01,insurance
U004912,2025-10-01,mobile
U004913,2025-10-01,cloud
U004914,2025-10-01,none
U004915,2025-10-01,mobile
U004916,2025-10-01,none
U004917,2025-10-01,cloud
U004918,2025-10-01,music
U004919,2025-10-01,none
U004920,2025-10-01,mobile
U004921,2025-10-01,none
U004922,2025-10-01,software
U004923,2025-10-01,gym
U004924,2025-10-01,streaming
U004925,2025-10-01,insurance
U004926,2025-10-01,software
U004927,2025-10-01,streaming
U004928,2025-10-01,none
U004929,2025-10-01,insurance
U004930,2025-10-01,mobile
U004931,2025-10-01,none
U004932,2025-10-01,none
U004933,2025-10-01,none
U004934,2025-10-01,cloud
U004935,2025-10-01,streaming
U004936,2025-10-01,mobile
U004937,2025-10-01,none
U004938,2025-10-01,streaming
U004939,2025-10-01,insurance
U004940,2025-10-01,gym
U004941,2025-10-01,none
U004942,2025-10-01,music
U004943,2025-10-01,gym
U004944,2025-10-01,insurance
U004945,2025-10-01,gym
U004946,2025-10-01,streaming
U004947,2025-10-01,none
U004948,2025-10-01,streaming
U004949,2025-10-01,software
U004950,2025-10-01,none
U004951,2025-10-01,none
U004952,2025-10-01,cloud
U004953,2025-10-01,cloud
U004954,2025-10-01,none
U004955,2025-10-01,streaming
U004956,2025-10-01,insurance
U004957,2025-10-01,mobile
U004958,2025-10-01,gym
U004959,2025-10-01,insurance
U004960,2025-10-01,mobile
U004961,2025-10-01,gym
U004962,2025-10-01,none
U004963,2025-10-01,software
U004964,2025-10-01,none
U004965,2025-10-01,streaming
U004966,2025-10-01,software
U004967,2025-10-01,none
U004968,2025-10-01,gym
U004969,2025-10-01,cloud
U004970,2025-10-01,mobile
U004971,2025-10-01,mobile
U004972,2025-10-01,gym
U004973,2025-10-01,music
U004974,2025-10-01,none
U004975,2025-10-01,music
U004976,2025-10-01,music
U004977,2025-10-01,cloud
U004978,2025-10-01,gym
U004979,2025-10-01,insurance
U004980,2025-10-01,none
U004981,2025-10-01,none
U004982,2025-10-01,cloud
U004983,2025-10-01,cloud
U004984,2025-10-01,gym
U004985,2025-10-01,none
U004986,2025-10-01,mobile
U004987,2025-10-01,music
U004988,2025-10-01,software
U004989,2025-10-01,none
U004990,2025-10-01,none
U004991,2025-10-01,insurance
U004992,2025-10-01,software
U004993,2025-10-01,streaming
U004994,2025-10-01,none
U004995,2025-10-01,none
U004996,2025-10-01,none
U004997,2025-10-01,none
U004998,2025-10-01,none
U004999,2025-10-01,mobile
U005000,2025-10-01,music
U005001,2025-10-01,insurance
U005002,2025-10-01,none
U005003,2025-10-01,music
U005004,2025-10-01,streaming
U005005,2025-10-01,none
U005006,2025-10-01,none
U005007,2025-10-01,streaming
U005008,2025-10-01,insurance
U005009,2025-10-01,streaming
U005010,2025-10-01,gym
U005011,2025-10-01,software
U005012,2025-10-01,none
U005013,2025-10-01,none
U005014,2025-10-01,insurance
U005015,2025-10-01,none
U005016,2025-10-01,streaming
U005017,2025-10-01,none
U005018,2025-10-01,cloud
U005019,2025-10-01,gym
U005020,2025-10-01,gym
U005021,2025-10-01,none
U005022,2025-10-01,cloud
U005023,2025-10-01,streaming
U005024,2025-10-01,none
U005025,2025-10-01,gym
U005026,2025-10-01,streaming
U005027,2025-10-01,none
U005028,2025-10-01,none
U005029,2025-10-01,gym
U005030,2025-10-01,mobile
U005031,2025-10-01,none
U005032,2025-10-01,gym
U005033,2025-10-01,gym
U005034,2025-10-01,mobile
U005035,2025-10-01,insurance
U005036,2025-10-01,insurance
U005037,2025-10-01,none
U005038,2025-10-01,insurance
U005039,2025-10-01,cloud
U005040,2025-10-01,none
U005041,2025-10-01,streaming
U005042,2025-10-01,none
U005043,2025-10-01,none
U005044,2025-10-01,streaming
U005045,2025-10-01,streaming
U005046,2025-10-01,music
U005047,2025-10-01,none
U005048,2025-10-01,none
U005049,2025-10-01,music
U005050,2025-10-01,none
U005051,2025-10-01,insurance
U005052,2025-10-01,none
U005053,2025-10-01,mobile
U005054,2025-10-01,none
U005055,2025-10-01,none
U005056,2025-10-01,mobile
U005057,2025-10-01,cloud
U005058,2025-10-01,cloud
U005059,2025-10-01,streaming
U005060,2025-10-01,insurance
U005061,2025-10-01,mobile
U005062,2025-10-01,none
U005063,2025-10-01,insurance
U005064,2025-10-01,none
U005065,2025-10-01,insurance
U005066,2025-10-01,software
U005067,2025-10-01,none
U005068,2025-10-01,cloud
U005069,2025-10-01,none
U005070,2025-10-01,streaming
U005071,2025-10-01,mobile
U005072,2025-10-01,none
U005073,2025-10-01,streaming
U005074,2025-10-01,insurance
U005075,2025-10-01,none
U005076,2025-10-01,none
U005077,2025-10-01,music
U005078,2025-10-01,music
U005079,2025-10-01,insurance
U005080,2025-10-01,streaming
U005081,2025-10-01,music
U005082,2025-10-01,gym
U005083,2025-10-01,software
U005084,2025-10-01,software
U005085,2025-10-01,mobile
U005086,2025-10-01,none
U005087,2025-10-01,none
U005088,2025-10-01,music
U005089,2025-10-01,software
U005090,2025-10-01,software
U005091,2025-10-01,cloud
U005092,2025-10-01,cloud
U005093,2025-10-01,insurance
U005094,2025-10-01,insurance
U005095,2025-10-01,none
U005096,2025-10-01,mobile
U005097,2025-10-01,mobile
U005098,2025-10-01,streaming
U005099,2025-10-01,mobile
U005100,2025-10-01,streaming
U005101,2025-10-01,music
U005102,2025-10-01,none
U005103,2025-10-01,music
U005104,2025-10-01,mobile
U005105,2025-10-01,none
U005106,2025-10-01,none
U005107,2025-10-01,insurance
U005108,2025-10-01,cloud
U005109,2025-10-01,streaming
U005110,2025-10-01,none
U005111,2025-10-01,none
U005112,2025-10-01,insurance
U005113,2025-10-01,insurance
U005114,2025-10-01,music
U005115,2025-10-01,cloud
U005116,2025-10-01,cloud
U005117,2025-10-01,none
U005118,2025-10-01,software
U005119,2025-10-01,cloud
U005120,2025-10-01,software
U005121,2025-10-01,none
U005122,2025-10-01,none
U005123,2025-10-01,none
U005124,2025-10-01,streaming
U005125,2025-10-01,insurance
U005126,2025-10-01,none
U005127,2025-10-01,none
U005128,2025-10-01,software
U005129,2025-10-01,software
U005130,2025-10-01,none
U005131,2025-10-01,streaming
U005132,2025-10-01,none
U005133,2025-10-01,none
U005134,2025-10-01,cloud
U005135,2025-10-01,streaming
U005136,2025-10-01,insurance
U005137,2025-10-01,mobile
U005138,2025-10-01,none
U005139,2025-10-01,none
U005140,2025-10-01,streaming
U005141,2025-10-01,gym
U005142,2025-10-01,none
U005143,2025-10-01,none
U005144,2025-10-01,none
U005145,2025-10-01,mobile
U005146,2025-10-01,none
U005147,2025-10-01,streaming
U005148,2025-10-01,cloud
U005149,2025-10-01,none
U005150,2025-10-01,insurance
U005151,2025-10-01,software
U005152,2025-10-01,gym
U005153,2025-10-01,none
U005154,2025-10-01,none
U005155,2025-10-01,insurance
U005156,2025-10-01,software
U005157,2025-10-01,mobile
U005158,2025-10-01,gym
U005159,2025-10-01,mobile
U005160,2025-10-01,software
U005161,2025-10-01,none
U005162,2025-10-01,none
U005163,2025-10-01,none
U005164,2025-10-01,none
U005165,2025-10-01,none
U005166,2025-10-01,none
U005167,2025-10-01,gym
U005168,2025-10-01,gym
U005169,2025-10-01,streaming
U005170,2025-10-01,music
U005171,2025-10-01,streaming
U005172,2025-10-01,insurance
U005173,2025-10-01,software
U005174,2025-10-01,none
U005175,2025-10-01,none
U005176,2025-10-01,none
U005177,2025-10-01,mobile
U005178,2025-10-01,mobile
U005179,2025-10-01,music
U005180,2025-10-01,software
U005181,2025-10-01,none
U005182,2025-10-01,none
U005183,2025-10-01,gym
U005184,2025-10-01,software
U005185,2025-10-01,mobile
U005186,2025-10-01,none
U005187,2025-10-01,music
U005188,2025-10-01,none
U005189,2025-10-01,cloud
U005190,2025-10-01,insurance
U005191,2025-10-01,software
U005192,2025-10-01,music
U005193,2025-10-01,music
U005194,2025-10-01,none
U005195,2025-10-01,music
U005196,2025-10-01,none
U005197,2025-10-01,cloud
U005198,2025-10-01,insurance
U005199,2025-10-01,none
U005200,2025-10-01,none
U005201,2025-10-01,gym
U005202,2025-10-01,music
U005203,2025-10-01,cloud
U005204,2025-10-01,insurance
U005205,2025-10-01,none
U005206,2025-10-01,insurance
U005207,2025-10-01,none
U005208,2025-10-01,none
U005209,2025-10-01,none
U005210,2025-10-01,none
U005211,2025-10-01,gym
U005212,2025-10-01,gym
U005213,2025-10-01,mobile
U005214,2025-10-01,none
U005215,2025-10-01,none
U005216,2025-10-01,insurance
U005217,2025-10-01,music
U005218,2025-10-01,mobile
U005219,2025-10-01,none
U005220,2025-10-01,software
U005221,2025-10-01,cloud
U005222,2025-10-01,none
U005223,2025-10-01,insurance
U005224,2025-10-01,streaming
U005225,2025-10-01,none
U005226,2025-10-01,cloud
U005227,2025-10-01,mobile
U005228,2025-10-01,mobile
U005229,2025-10-01,streaming
U005230,2025-10-01,music
U005231,2025-10-01,none
U005232,2025-10-01,none
U005233,2025-10-01,gym
U005234,2025-10-01,none
U005235,2025-10-01,software
U005236,2025-10-01,mobile
U005237,2025-10-01,none
U005238,2025-10-01,mobile
U005239,2025-10-01,cloud
U005240,2025-10-01,cloud
U005241,2025-10-01,music
U005242,2025-10-01,gym
U005243,2025-10-01,none
U005244,2025-10-01,streaming
U005245,2025-10-01,none
U005246,2025-10-01,mobile
U005247,2025-10-01,music
U005248,2025-10-01,none
U005249,2025-10-01,none
U005250,2025-10-01,mobile
U005251,2025-10-01,insurance
U005252,2025-10-01,none
U005253,2025-10-01,music
U005254,2025-10-01,software
U005255,2025-10-01,none
U005256,2025-10-01,streaming
U005257,2025-10-01,software
U005258,2025-10-01,none
U005259,2025-10-01,music
U005260,2025-10-01,insurance
U005261,2025-10-01,software
U005262,2025-10-01,music
U005263,2025-10-01,music
U005264,2025-10-01,none
U005265,2025-10-01,cloud
U005266,2025-10-01,music
U005267,2025-10-01,mobile
U005268,2025-10-01,none
U005269,2025-10-01,mobile
U005270,2025-10-01,streaming
U005271,2025-10-01,gym
U005272,2025-10-01,none
U005273,2025-10-01,streaming
U005274,2025-10-01,mobile
U005275,2025-10-01,none
U005276,2025-10-01,gym
U005277,2025-10-01,none
U005278,2025-10-01,none
U005279,2025-10-01,none
U005280,2025-10-01,gym
U005281,2025-10-01,software
U005282,2025-10-01,gym
U005283,2025-10-01,software
U005284,2025-10-01,music
U005285,2025-10-01,mobile
U005286,2025-10-01,cloud
U005287,2025-10-01,gym
U005288,2025-10-01,cloud
U005289,2025-10-01,gym
U005290,2025-10-01,mobile
U005291,2025-10-01,insurance
U005292,2025-10-01,none
U005293,2025-10-01,none
U005294,2025-10-01,streaming
U005295,2025-10-01,software
U005296,2025-10-01,insurance
U005297,2025-10-01,none
U005298,2025-10-01,insurance
U005299,2025-10-01,mobile
U005300,2025-10-01,streaming
U005301,2025-10-01,music
U005302,2025-10-01,cloud
U005303,2025-10-01,insurance
U005304,2025-10-01,cloud
U005305,2025-10-01,software
U005306,2025-10-01,cloud
U005307,2025-10-01,music
U005308,2025-10-01,insurance
U005309,2025-10-01,cloud
U005310,2025-10-01,none
U005311,2025-10-01,software
U005312,2025-10-01,mobile
U005313,2025-10-01,none
U005314,2025-10-01,gym
U005315,2025-10-01,software
U005316,2025-10-01,insurance
U005317,2025-10-01,streaming
U005318,2025-10-01,gym
U005319,2025-10-01,streaming
U005320,2025-10-01,none
U005321,2025-10-01,none
U005322,2025-10-01,gym
U005323,2025-10-01,none
U005324,2025-10-01,cloud
U005325,2025-10-01,none
U005326,2025-10-01,mobile
U005327,2025-10-01,none
U005328,2025-10-01,insurance
U005329,2025-10-01,gym
U005330,2025-10-01,none
U005331,2025-10-01,none
U005332,2025-10-01,music
U005333,2025-10-01,insurance
U005334,2025-10-01,music
U005335,2025-10-01,none
U005336,2025-10-01,none
U005337,2025-10-01,insurance
U005338,2025-10-01,software
U005339,2025-10-01,software
U005340,2025-10-01,gym
U005341,2025-10-01,none
U005342,2025-10-01,none
U005343,2025-10-01,insurance
U005344,2025-10-01,streaming
U005345,2025-10-01,insurance
U005346,2025-10-01,streaming
U005347,2025-10-01,none
U005348,2025-10-01,gym
U005349,2025-10-01,gym
U005350,2025-10-01,none
U005351,2025-10-01,software
U005352,2025-10-01,gym
U005353,2025-10-01,mobile
U005354,2025-10-01,music
U005355,2025-10-01,software
U005356,2025-10-01,streaming
U005357,2025-10-01,none
U005358,2025-10-01,none
U005359,2025-10-01,insurance
U005360,2025-10-01,streaming
U005361,2025-10-01,cloud
U005362,2025-10-01,mobile
U005363,2025-10-01,software
U005364,2025-10-01,software
U005365,2025-10-01,gym
U005366,2025-10-01,cloud
U005367,2025-10-01,none
U005368,2025-10-01,mobile
U005369,2025-10-01,gym
U005370,2025-10-01,streaming
U005371,2025-10-01,cloud
U005372,2025-10-01,software
U005373,2025-10-01,cloud
U005374,2025-10-01,insurance
U005375,2025-10-01,none
U005376,2025-10-01,software
U005377,2025-10-01,music
U005378,2025-10-01,mobile
U005379,2025-10-01,streaming
U005380,2025-10-01,none
U005381,2025-10-01,mobile
U005382,2025-10-01,mobile
U005383,2025-10-01,music
U005384,2025-10-01,cloud
U005385,2025-10-01,none
U005386,2025-10-01,none
U005387,2025-10-01,mobile
U005388,2025-10-01,insurance
U005389,2025-10-01,insurance
U005390,2025-10-01,insurance
U005391,2025-10-01,none
U005392,2025-10-01,none
U005393,2025-10-01,none
U005394,2025-10-01,software
U005395,2025-10-01,cloud
U005396,2025-10-01,none
U005397,2025-10-01,none
U005398,2025-10-01,insurance
U005399,2025-10-01,mobile
U005400,2025-10-01,none
U005401,2025-10-01,mobile
U005402,2025-10-01,none
U005403,2025-10-01,music
U005404,2025-10-01,streaming
U005405,2025-10-01,cloud
U005406,2025-10-01,cloud
U005407,2025-10-01,software
U005408,2025-10-01,none
U005409,2025-10-01,none
U005410,2025-10-01,streaming
U005411,2025-10-01,software
U005412,2025-10-01,none
U005413,2025-10-01,software
U005414,2025-10-01,mobile
U005415,2025-10-01,none
U005416,2025-10-01,none
U005417,2025-10-01,music
U005418,2025-10-01,none
U005419,2025-10-01,none
U005420,2025-10-01,music
U005421,2025-10-01,insurance
U005422,2025-10-01,streaming
U005423,2025-10-01,software
U005424,2025-10-01,gym
U005425,2025-10-01,none
U005426,2025-10-01,none
U005427,2025-10-01,none
U005428,2025-10-01,cloud
U005429,2025-10-01,none
U005430,2025-10-01,insurance
U005431,2025-10-01,none
U005432,2025-10-01,gym
U005433,2025-10-01,software
U005434,2025-10-01,none
U005435,2025-10-01,none
U005436,2025-10-01,none
U005437,2025-10-01,none
U005438,2025-10-01,streaming
U005439,2025-10-01,mobile
U005440,2025-10-01,none
U005441,2025-10-01,streaming
U005442,2025-10-01,none
U005443,2025-10-01,insurance
U005444,2025-10-01,cloud
U005445,2025-10-01,cloud
U005446,2025-10-01,streaming
U005447,2025-10-01,cloud
U005448,2025-10-01,music
U005449,2025-10-01,cloud
U005450,2025-10-01,insurance
U005451,2025-10-01,none
U005452,2025-10-01,music
U005453,2025-10-01,software
U005454,2025-10-01,none
U005455,2025-10-01,none
U005456,2025-10-01,none
U005457,2025-10-01,none
U005458,2025-10-01,none
U005459,2025-10-01,none
U005460,2025-10-01,streaming
U005461,2025-10-01,mobile
U005462,2025-10-01,music
U005463,2025-10-01,music
U005464,2025-10-01,none
U005465,2025-10-01,mobile
U005466,2025-10-01,none
U005467,2025-10-01,cloud
U005468,2025-10-01,none
U005469,2025-10-01,gym
U005470,2025-10-01,music
U005471,2025-10-01,streaming
U005472,2025-10-01,none
U005473,2025-10-01,gym
U005474,2025-10-01,insurance
U005475,2025-10-01,software
U005476,2025-10-01,mobile
U005477,2025-10-01,cloud
U005478,2025-10-01,streaming
U005479,2025-10-01,gym
U005480,2025-10-01,software
U005481,2025-10-01,none
U005482,2025-10-01,gym
U005483,2025-10-01,none
U005484,2025-10-01,music
U005485,2025-10-01,streaming
U005486,2025-10-01,none
U005487,2025-10-01,none
U005488,2025-10-01,mobile
U005489,2025-10-01,streaming
U005490,2025-10-01,insurance
U005491,2025-10-01,insurance
U005492,2025-10-01,none
U005493,2025-10-01,none
U005494,2025-10-01,gym
U005495,2025-10-01,none
U005496,2025-10-01,mobile
U005497,2025-10-01,mobile
U005498,2025-10-01,none
U005499,2025-10-01,cloud
U005500,2025-10-01,none
U005501,2025-10-01,music
U005502,2025-10-01,gym
U005503,2025-10-01,none
U005504,2025-10-01,software
U005505,2025-10-01,cloud
U005506,2025-10-01,none
U005507,2025-10-01,none
U005508,2025-10-01,none
U005509,2025-10-01,none
U005510,2025-10-01,mobile
U005511,2025-10-01,music
U005512,2025-10-01,software
U005513,2025-10-01,insurance
U005514,2025-10-01,mobile
U005515,2025-10-01,none
U005516,2025-10-01,music
U005517,2025-10-01,gym
U005518,2025-10-01,streaming
U005519,2025-10-01,mobile
U005520,2025-10-01,gym
U005521,2025-10-01,software
U005522,2025-10-01,software
U005523,2025-10-01,none
U005524,2025-10-01,music
U005525,2025-10-01,none
U005526,2025-10-01,insurance
U005527,2025-10-01,none
U005528,2025-10-01,insurance
U005529,2025-10-01,gym
U005530,2025-10-01,none
U005531,2025-10-01,insurance
U005532,2025-10-01,mobile
U005533,2025-10-01,gym
U005534,2025-10-01,none
U005535,2025-10-01,none
U005536,2025-10-01,none
U005537,2025-10-01,none
U005538,2025-10-01,mobile
U005539,2025-10-01,none
U005540,2025-10-01,mobile
U005541,2025-10-01,none
U005542,2025-10-01,none
U005543,2025-10-01,streaming
U005544,2025-10-01,software
U005545,2025-10-01,mobile
U005546,2025-10-01,none
U005547,2025-10-01,streaming
U005548,2025-10-01,mobile
U005549,2025-10-01,none
U005550,2025-10-01,gym
U005551,2025-10-01,none
U005552,2025-10-01,mobile
U005553,2025-10-01,mobile
U005554,2025-10-01,none
U005555,2025-10-01,none
U005556,2025-10-01,music
U005557,2025-10-01,none
U005558,2025-10-01,software
U005559,2025-10-01,none
U005560,2025-10-01,none
U005561,2025-10-01,mobile
U005562,2025-10-01,music
U005563,2025-10-01,none
U005564,2025-10-01,insurance
U005565,2025-10-01,none
U005566,2025-10-01,mobile
U005567,2025-10-01,software
U005568,2025-10-01,none
U005569,2025-10-01,gym
U005570,2025-10-01,gym
U005571,2025-10-01,music
U005572,2025-10-01,software
U005573,2025-10-01,software
U005574,2025-10-01,none
U005575,2025-10-01,music
U005576,2025-10-01,gym
U005577,2025-10-01,insurance
U005578,2025-10-01,gym
U005579,2025-10-01,gym
U005580,2025-10-01,music
U005581,2025-10-01,gym
U005582,2025-10-01,software
U005583,2025-10-01,none
U005584,2025-10-01,cloud
U005585,2025-10-01,mobile
U005586,2025-10-01,insurance
U005587,2025-10-01,cloud
U005588,2025-10-01,software
U005589,2025-10-01,none
U005590,2025-10-01,mobile
U005591,2025-10-01,none
U005592,2025-10-01,cloud
U005593,2025-10-01,none
U005594,2025-10-01,streaming
U005595,2025-10-01,gym
U005596,2025-10-01,none
U005597,2025-10-01,mobile
U005598,2025-10-01,none
U005599,2025-10-01,none
U005600,2025-10-01,none
U005601,2025-10-01,gym
U005602,2025-10-01,none
U005603,2025-10-01,gym
U005604,2025-10-01,music
U005605,2025-10-01,gym
U005606,2025-10-01,none
U005607,2025-10-01,none
U005608,2025-10-01,music
U005609,2025-10-01,music
U005610,2025-10-01,none
U005611,2025-10-01,software
U005612,2025-10-01,gym
U005613,2025-10-01,software
U005614,2025-10-01,none
U005615,2025-10-01,music
U005616,2025-10-01,none
U005617,2025-10-01,gym
U005618,2025-10-01,mobile
U005619,2025-10-01,cloud
U005620,2025-10-01,mobile
U005621,2025-10-01,none
U005622,2025-10-01,software
U005623,2025-10-01,software
U005624,2025-10-01,insurance
U005625,2025-10-01,gym
U005626,2025-10-01,streaming
U005627,2025-10-01,mobile
U005628,2025-10-01,none
U005629,2025-10-01,insurance
U005630,2025-10-01,cloud
U005631,2025-10-01,none
U005632,2025-10-01,software
U005633,2025-10-01,none
U005634,2025-10-01,gym
U005635,2025-10-01,none
U005636,2025-10-01,cloud
U005637,2025-10-01,none
U005638,2025-10-01,cloud
U005639,2025-10-01,insurance
U005640,2025-10-01,none
U005641,2025-10-01,insurance
U005642,2025-10-01,none
U005643,2025-10-01,streaming
U005644,2025-10-01,none
U005645,2025-10-01,mobile
U005646,2025-10-01,cloud
U005647,2025-10-01,mobile
U005648,2025-10-01,cloud
U005649,2025-10-01,cloud
U005650,2025-10-01,software
U005651,2025-10-01,gym
U005652,2025-10-01,streaming
U005653,2025-10-01,cloud
U005654,2025-10-01,none
U005655,2025-10-01,software
U005656,2025-10-01,none
U005657,2025-10-01,none
U005658,2025-10-01,none
U005659,2025-10-01,none
U005660,2025-10-01,cloud
U005661,2025-10-01,gym
U005662,2025-10-01,none
U005663,2025-10-01,mobile
U005664,2025-10-01,cloud
U005665,2025-10-01,cloud
U005666,2025-10-01,cloud
U005667,2025-10-01,insurance
U005668,2025-10-01,none
U005669,2025-10-01,mobile
U005670,2025-10-01,insurance
U005671,2025-10-01,none
U005672,2025-10-01,streaming
U005673,2025-10-01,none
U005674,2025-10-01,streaming
U005675,2025-10-01,none
U005676,2025-10-01,insurance
U005677,2025-10-01,software
U005678,2025-10-01,none
U005679,2025-10-01,mobile
U005680,2025-10-01,streaming
U005681,2025-10-01,mobile
U005682,2025-10-01,mobile
U005683,2025-10-01,none
U005684,2025-10-01,none
U005685,2025-10-01,streaming
U005686,2025-10-01,music
U005687,2025-10-01,gym
U005688,2025-10-01,none
U005689,2025-10-01,none
U005690,2025-10-01,none
U005691,2025-10-01,streaming
U005692,2025-10-01,insurance
U005693,2025-10-01,streaming
U005694,2025-10-01,streaming
U005695,2025-10-01,none
U005696,2025-10-01,gym
U005697,2025-10-01,mobile
U005698,2025-10-01,software
U005699,2025-10-01,none
U005700,2025-10-01,music
U005701,2025-10-01,music
U005702,2025-10-01,insurance
U005703,2025-10-01,gym
U005704,2025-10-01,music
U005705,2025-10-01,cloud
U005706,2025-10-01,none
U005707,2025-10-01,software
U005708,2025-10-01,music
U005709,2025-10-01,music
U005710,2025-10-01,insurance
U005711,2025-10-01,software
U005712,2025-10-01,insurance
U005713,2025-10-01,none
U005714,2025-10-01,gym
U005715,2025-10-01,software
U005716,2025-10-01,software
U005717,2025-10-01,music
U005718,2025-10-01,gym
U005719,2025-10-01,streaming
U005720,2025-10-01,mobile
U005721,2025-10-01,cloud
U005722,2025-10-01,none
U005723,2025-10-01,none
U005724,2025-10-01,none
U005725,2025-10-01,software
U005726,2025-10-01,none
U005727,2025-10-01,insurance
U005728,2025-10-01,software
U005729,2025-10-01,gym
U005730,2025-10-01,none
U005731,2025-10-01,gym
U005732,2025-10-01,gym
U005733,2025-10-01,cloud
U005734,2025-10-01,insurance
U005735,2025-10-01,none
U005736,2025-10-01,music
U005737,2025-10-01,none
U005738,2025-10-01,none
U005739,2025-10-01,none
U005740,2025-10-01,insurance
U005741,2025-10-01,streaming
U005742,2025-10-01,music
U005743,2025-10-01,music
U005744,2025-10-01,none
U005745,2025-10-01,software
U005746,2025-10-01,insurance
U005747,2025-10-01,gym
U005748,2025-10-01,mobile
U005749,2025-10-01,software
U005750,2025-10-01,none
U005751,2025-10-01,none
U005752,2025-10-01,music
U005753,2025-10-01,streaming
U005754,2025-10-01,software
U005755,2025-10-01,software
